gid,pid,play_action,quarter,time_remaining,down,yards_to_go,yardsToEndzone,yards_gained,home_score,away_score,offense_team,defense_team,gametime_remaining,score_diff,home_wins,offense_strength,defense_strength
401441810,401441810245,(12:11) I.Book pass short right to T.Hill to NO 40 for 10 yards (S.Davis).,1,730.0,1,10,70,10,0,0,18,9,3430.0,0,1,0.45,0.42857142857142855
401441810,401441810269,(11:31) T.Jones right guard to NO 47 for 7 yards (Q.Walker; I.McDuffie).,1,691.0,1,10,60,7,0,0,18,9,3391.0,0,1,0.45,0.42857142857142855
401441810,401441810290,"(10:56) T.Jones up the middle to GB 49 for 4 yards (J.Ford). PENALTY on NO-A.Trautman, Offensive Holding, 10 yards, enforced at NO 47 - No Play.",1,656.0,2,3,53,-10,0,0,18,9,3356.0,0,1,0.45,0.42857142857142855
401441810,401441810322,"(10:34) (Shotgun) I.Book pass short left to D.Harty to NO 38 for 1 yard (I.McDuffie, R.Gafford).",1,634.0,2,13,63,1,0,0,18,9,3334.0,0,1,0.45,0.42857142857142855
401441810,401441810346,(10:15) (Shotgun) I.Book scrambles right end to NO 41 for 3 yards (I.McDuffie).,1,615.0,3,12,62,3,0,0,18,9,3315.0,0,1,0.45,0.42857142857142855
401441810,401441810367,"(9:30) B.Gillikin punts 38 yards to GB 21, Center-Z.Wood, fair catch by Am.Rodgers.",1,570.0,4,9,59,0,0,0,18,9,3270.0,0,1,0.45,0.42857142857142855
401441810,401441810386,(9:24) P.Taylor left guard to GB 24 for 3 yards (K.Elliss).,1,564.0,1,10,79,3,0,0,9,18,3264.0,0,1,0.42857142857142855,0.45
401441810,401441810407,(8:46) P.Taylor right end to GB 27 for 3 yards (K.Elliss).,1,526.0,2,7,76,3,0,0,9,18,3226.0,0,1,0.42857142857142855,0.45
401441810,401441810433,(8:08) (Shotgun) J.Love pass short middle to J.Winfree ran ob at GB 42 for 15 yards (V.Gray).,1,488.0,3,4,73,15,0,0,9,18,3188.0,0,1,0.42857142857142855,0.45
401441810,401441810462,(7:30) (Shotgun) J.Love pass deep left to R.Doubs to NO 41 for 17 yards (D.Fields).,1,450.0,1,10,58,17,0,0,9,18,3150.0,0,1,0.42857142857142855,0.45
401441810,401441810486,(6:50) Am.Rodgers left end pushed ob at NO 33 for 8 yards (E.Wilson).,1,410.0,1,10,41,8,0,0,9,18,3110.0,0,1,0.42857142857142855,0.45
401441810,401441810512,"(6:13) P.Taylor left tackle to NO 30 for 3 yards (T.Charlton, P.Williams).",1,373.0,2,2,33,3,0,0,9,18,3073.0,0,1,0.42857142857142855,0.45
401441810,401441810533,(5:35) J.Love pass short left to J.Deguara to NO 19 for 11 yards (E.Wilson).,1,335.0,1,10,30,11,0,0,9,18,3035.0,0,1,0.42857142857142855,0.45
401441810,401441810557,(4:57) (Shotgun) T.Goodson right guard to NO 17 for 2 yards (J.Bostic).,1,297.0,1,10,19,2,0,0,9,18,2997.0,0,1,0.42857142857142855,0.45
401441810,401441810578,(4:19) (Shotgun) J.Love pass short left to J.Winfree pushed ob at NO 12 for 5 yards (Q.Meeks).,1,259.0,2,8,17,5,0,0,9,18,2959.0,0,1,0.42857142857142855,0.45
401441810,401441810607,(3:39) (Shotgun) P.Taylor up the middle to NO 9 for 3 yards (J.Bostic).,1,219.0,3,3,12,3,0,0,9,18,2919.0,0,1,0.42857142857142855,0.45
401441810,401441810633,(3:14) P.Taylor up the middle to NO 6 for 3 yards (A.Huggins).,1,194.0,1,9,9,3,0,0,9,18,2894.0,0,1,0.42857142857142855,0.45
401441810,401441810654,(2:39) J.Love pass incomplete short left to J.Deguara.,1,159.0,2,6,65,0,0,0,9,18,2859.0,0,1,0.42857142857142855,0.45
401441810,401441810676,(2:35) (Shotgun) J.Love pass incomplete short left to P.Taylor.,1,155.0,3,6,74,0,0,0,9,18,2855.0,0,1,0.42857142857142855,0.45
401441810,401441810698,"(2:24) R.Ahmed 25 yard field goal is GOOD, Center-J.Coco, Holder-P.O'Donnell.",1,140.0,4,6,6,25,3,0,9,18,2840.0,3,1,0.42857142857142855,0.45
401441810,401441810744,"(2:10) T.Jones left guard to GB 33 for 10 yards (K.Nixon). PENALTY on NO-J.Andrews, Offensive Holding, 10 yards, enforced at GB 43 - No Play.",1,130.0,1,10,43,-10,3,0,18,9,2830.0,3,1,0.45,0.42857142857142855
401441810,401441810776,(1:52) T.Jones up the middle to NO 48 for 1 yard (T.Slaton).,1,112.0,1,20,53,1,3,0,18,9,2812.0,3,1,0.45,0.42857142857142855
401441810,401441810797,(1:15) (Shotgun) I.Book scrambles up the middle to GB 49 for 3 yards (Q.Walker).,1,75.0,2,19,52,3,3,0,18,9,2775.0,3,1,0.45,0.42857142857142855
401441810,401441810818,(:36) (Shotgun) I.Book pass short right to C.Olave pushed ob at GB 41 for 8 yards (I.McDuffie).,1,36.0,3,16,49,8,3,0,18,9,2736.0,3,1,0.45,0.42857142857142855
401441810,401441810842,Timeout #1 by NO at 00:02.,1,2.0,4,8,41,0,3,0,18,9,2702.0,3,1,0.45,0.42857142857142855
401441810,401441810872,"(:02) W.Lutz 59 yard field goal is GOOD, Center-Z.Wood, Holder-B.Gillikin.",1,0.0,4,8,41,59,3,3,18,9,2700.0,0,1,0.45,0.42857142857142855
401441810,401441810930,"(14:55) J.Love pass deep left to R.Doubs to GB 37 for 17 yards (B.Allen). PENALTY on GB-T.Davis, Offensive Holding, 10 yards, enforced at GB 20 - No Play.",2,895.0,1,10,80,-10,3,3,9,18,2695.0,0,1,0.42857142857142855,0.45
401441810,401441810965,(14:26) (Shotgun) J.Love sacked at GB 8 for -2 yards (T.Charlton).,2,866.0,1,20,90,-2,3,3,9,18,2666.0,0,1,0.42857142857142855,0.45
401441810,401441810989,(13:46) (Shotgun) J.Love scrambles up the middle to GB 11 for 3 yards (T.Charlton).,2,825.0,2,22,92,3,3,3,9,18,2625.0,0,1,0.42857142857142855,0.45
401441810,4014418101010,"(13:03) (Shotgun) J.Love pass incomplete deep right to R.Doubs. PENALTY on NO-M.Roach, Roughing the Passer, 15 yards, enforced at GB 11 - No Play.",2,783.0,3,19,89,15,3,3,9,18,2583.0,0,1,0.42857142857142855,0.45
401441810,4014418101043,"(12:56) T.Goodson right guard to GB 29 for 3 yards (P.Turner, A.Huggins).",2,776.0,1,10,74,3,3,3,9,18,2576.0,0,1,0.42857142857142855,0.45
401441810,4014418101064,(12:14) T.Goodson left tackle to GB 38 for 9 yards (J.Bostic; J.Gray).,2,734.0,2,7,71,9,3,3,9,18,2534.0,0,1,0.42857142857142855,0.45
401441810,4014418101085,(11:29) T.Goodson left tackle to GB 47 for 9 yards (C.Granderson).,2,689.0,1,10,62,9,3,3,9,18,2489.0,0,1,0.42857142857142855,0.45
401441810,4014418101106,(10:52) J.Love pass deep left to J.Winfree pushed ob at NO 32 for 21 yards (Q.Meeks).,2,652.0,2,1,53,21,3,3,9,18,2452.0,0,1,0.42857142857142855,0.45
401441810,4014418101135,(10:11) J.Love pass incomplete short middle to R.Doubs.,2,611.0,1,10,72,0,3,3,9,18,2411.0,0,1,0.42857142857142855,0.45
401441810,4014418101157,(10:06) (Shotgun) J.Love pass short right to T.Goodson pushed ob at NO 22 for 10 yards (Q.Meeks).,2,606.0,2,10,32,10,3,3,9,18,2406.0,0,1,0.42857142857142855,0.45
401441810,4014418101186,(9:30) (Shotgun) J.Love pass short left to R.Doubs to NO 19 for 3 yards (J.Gray).,2,570.0,1,10,22,3,3,3,9,18,2370.0,0,1,0.42857142857142855,0.45
401441810,4014418101210,(8:47) T.Goodson left guard to NO 4 for 15 yards (E.Wilson).,2,527.0,2,7,19,15,3,3,9,18,2327.0,0,1,0.42857142857142855,0.45
401441810,4014418101231,"Romeo Doubs Pass From Jordan Love for 4 Yds R.Ahmed extra point is GOOD, Center-J.Coco, Holder-P.O'Donnell.",2,484.0,1,4,4,4,10,3,9,18,2284.0,7,1,0.42857142857142855,0.45
401441810,4014418101298,(7:57) I.Book pass short left to D.Ozigbo to NO 29 for 1 yard (K.Barnes).,2,476.0,1,10,72,1,10,3,18,9,2276.0,7,1,0.45,0.42857142857142855
401441810,4014418101322,(7:17) (Shotgun) I.Book pass incomplete short right to J.Johnson.,2,437.0,2,9,69,0,10,3,18,9,2237.0,7,1,0.45,0.42857142857142855
401441810,4014418101344,(7:14) (Shotgun) I.Book pass short right to D.Harty to NO 40 for 11 yards (S.Davis).,2,434.0,3,9,71,11,10,3,18,9,2234.0,7,1,0.45,0.42857142857142855
401441810,4014418101368,(6:38) D.Ozigbo right tackle to NO 39 for -1 yards (S.Davis).,2,398.0,1,10,60,-1,10,3,18,9,2198.0,7,1,0.45,0.42857142857142855
401441810,4014418101389,(5:57) (Shotgun) I.Book pass incomplete short right to D.Ozigbo (K.Barnes).,2,357.0,2,11,20,0,10,3,18,9,2157.0,7,1,0.45,0.42857142857142855
401441810,4014418101411,(5:52) (Shotgun) I.Book pass short left to K.White pushed ob at GB 43 for 18 yards (K.Thomas).,2,352.0,3,11,61,18,10,3,18,9,2152.0,7,1,0.45,0.42857142857142855
401441810,4014418101435,(5:13) T.Jones right tackle to GB 37 for 6 yards (C.Slayton; D.Wyatt).,2,313.0,1,10,43,6,10,3,18,9,2113.0,7,1,0.45,0.42857142857142855
401441810,4014418101456,(4:31) I.Book pass short right to T.Jones ran ob at GB 32 for 5 yards [L.Hamilton].,2,271.0,2,4,37,5,10,3,18,9,2071.0,7,1,0.45,0.42857142857142855
401441810,4014418101485,"(3:54) PENALTY on NO-N.Vannett, False Start, 5 yards, enforced at GB 32 - No Play.",2,271.0,1,10,32,-5,10,3,18,9,2071.0,7,1,0.45,0.42857142857142855
401441810,4014418101508,"(3:34) I.Book FUMBLES (Aborted) at GB 37, touched at GB 37, RECOVERED by GB-S.Davis at GB 31. S.Davis pushed ob at NO 32 for 37 yards (T.Smith).",2,214.0,1,15,37,37,10,3,18,9,2014.0,7,1,0.45,0.42857142857142855
401441810,4014418101534,(3:22) (Shotgun) P.Taylor left guard to NO 27 for 5 yards (B.Allen).,2,202.0,1,10,32,5,10,3,9,18,2002.0,7,1,0.42857142857142855,0.45
401441810,4014418101555,(2:46) (Shotgun) J.Love pass incomplete short middle to J.Winfree.,2,166.0,2,5,65,0,10,3,9,18,1966.0,7,1,0.42857142857142855,0.45
401441810,4014418101577,(2:43) (Shotgun) J.Love pass incomplete short right to Am.Rodgers.,2,163.0,3,5,65,0,10,3,9,18,1963.0,7,1,0.42857142857142855,0.45
401441810,4014418101599,Ramiz Ahmed 45 Yd Field Goal ,2,155.0,4,5,27,45,13,3,9,18,1955.0,10,1,0.42857142857142855,0.45
401441810,4014418101640,(2:31) (Shotgun) D.Ozigbo left guard to NO 28 for 4 yards (I.McDuffie; J.Heflin).,2,151.0,1,10,76,4,13,3,18,9,1951.0,10,1,0.45,0.42857142857142855
401441810,4014418101683,(2:22) (Shotgun) I.Book pass short left to T.Jones pushed ob at NO 48 for 20 yards (I.McDuffie).,2,142.0,2,6,72,20,13,3,18,9,1942.0,10,1,0.45,0.42857142857142855
401441810,4014418101666,Timeout #1 by GB at 02:22.,2,140.0,2,6,72,0,13,3,18,9,1940.0,10,1,0.45,0.42857142857142855
401441810,4014418101707,Two-Minute Warning,2,120.0,1,10,52,0,13,3,18,9,1920.0,10,1,0.45,0.42857142857142855
401441810,4014418101724,(2:00) (Shotgun) D.Ozigbo up the middle to GB 46 for 6 yards (K.Enagbare; M.Abernathy).,2,120.0,1,10,52,6,13,3,18,9,1920.0,10,1,0.45,0.42857142857142855
401441810,4014418101750,(1:24) (Shotgun) I.Book pass short left to D.Ozigbo pushed ob at GB 40 for 6 yards (K.Barnes).,2,84.0,2,4,46,6,13,3,18,9,1884.0,10,1,0.45,0.42857142857142855
401441810,4014418101779,(1:19) (Shotgun) I.Book scrambles up the middle to GB 36 for 4 yards (C.Slayton).,2,79.0,1,10,40,4,13,3,18,9,1879.0,10,1,0.45,0.42857142857142855
401441810,4014418101823,(:59) (Shotgun) I.Book pass short left intended for T.Hill INTERCEPTED by M.Abernathy at GB 30. M.Abernathy ran ob at GB 30 for no gain.,2,59.0,2,11,41,0,13,3,18,9,1859.0,10,1,0.45,0.42857142857142855
401441810,4014418101800,"(:59) (No Huddle, Shotgun) PENALTY on NO-J.Andrews, False Start, 5 yards, enforced at GB 36 - No Play.",2,57.0,2,6,36,-5,13,3,18,9,1857.0,10,1,0.45,0.42857142857142855
401441810,4014418101854,(:54) (Shotgun) J.Love pass incomplete short right to J.Winfree.,2,54.0,1,10,78,0,13,3,9,18,1854.0,10,1,0.42857142857142855,0.45
401441810,4014418101876,"(:50) (Shotgun) J.Love pass short middle to T.Davis to GB 37 for 7 yards (E.Wilson). FUMBLES (E.Wilson), RECOVERED by NO-J.Bostic at GB 37.",2,50.0,2,10,70,7,13,3,9,18,1850.0,10,1,0.42857142857142855,0.45
401441810,4014418101916,(:40) D.Ozigbo up the middle to GB 29 for 8 yards (R.Wilborn).,2,40.0,1,10,37,8,13,3,18,9,1840.0,10,1,0.45,0.42857142857142855
401441810,4014418101937,Timeout #2 by NO at 00:34.,2,34.0,2,2,29,0,13,3,18,9,1834.0,10,1,0.45,0.42857142857142855
401441810,4014418101954,(:34) D.Ozigbo up the middle to GB 20 for 9 yards (S.Davis).,2,34.0,2,2,29,9,13,3,18,9,1834.0,10,1,0.45,0.42857142857142855
401441810,4014418101975,(:19) I.Book spiked the ball to stop the clock.,2,18.0,1,10,15,0,13,3,18,9,1818.0,10,1,0.45,0.42857142857142855
401441810,4014418101997,"(:18) I.Book pass deep right to C.Olave for 20 yards, TOUCHDOWN.W.Lutz extra point is GOOD, Center-Z.Wood, Holder-B.Gillikin.",2,12.0,2,10,20,20,13,10,18,9,1812.0,3,1,0.45,0.42857142857142855
401441810,4014418102053,(:12) J.Love kneels to GB 24 for -1 yards.,2,12.0,1,10,75,-1,13,10,9,18,1812.0,3,1,0.42857142857142855,0.45
401441810,4014418102131,"(14:54) A.Smith up the middle to NO 15 for 4 yards (K.Thomas, L.Hamilton).",3,894.0,1,10,89,4,13,10,18,9,1794.0,3,1,0.45,0.42857142857142855
401441810,4014418102152,(14:21) A.Smith right tackle to NO 18 for 3 yards (K.Thomas).,3,861.0,2,6,85,3,13,10,18,9,1761.0,3,1,0.45,0.42857142857142855
401441810,4014418102173,(13:40) A.Smith left guard to NO 19 for 1 yard (C.Slayton).,3,820.0,3,3,82,1,13,10,18,9,1720.0,3,1,0.45,0.42857142857142855
401441810,4014418102194,"(13:00) B.Gillikin punts 81 yards to end zone, Center-Z.Wood, Touchback.",3,780.0,4,2,81,0,13,10,18,9,1680.0,3,1,0.45,0.42857142857142855
401441810,4014418102211,(12:49) T.Goodson up the middle to GB 20 for no gain (M.Roach).,3,769.0,1,10,80,0,13,10,9,18,1669.0,3,1,0.42857142857142855,0.45
401441810,4014418102232,(12:05) (Shotgun) J.Love pass short right to N.Becker pushed ob at GB 22 for 2 yards (J.Bostic).,3,725.0,2,10,80,2,13,10,9,18,1625.0,3,1,0.42857142857142855,0.45
401441810,4014418102261,(11:27) (Shotgun) J.Love pass incomplete deep right to J.Winfree.,3,687.0,3,8,73,0,13,10,9,18,1587.0,3,1,0.42857142857142855,0.45
401441810,4014418102283,"(11:24) P.O'Donnell punts 61 yards to NO 17, Center-J.Coco. M.Callaway ran ob at NO 34 for 17 yards (K.Thomas). PENALTY on NO-D.Dixon, Offensive Holding, 8 yards, enforced at NO 17.",3,684.0,4,8,78,0,13,10,9,18,1584.0,3,1,0.42857142857142855,0.45
401441810,4014418102325,(11:12) A.Smith right guard to NO 10 for 1 yard (R.Wilborn).,3,672.0,1,10,91,1,13,10,18,9,1572.0,3,1,0.45,0.42857142857142855
401441810,4014418102346,(10:35) (Shotgun) A.Smith left guard to NO 19 for 9 yards (S.Davis).,3,635.0,2,9,90,9,13,10,18,9,1535.0,3,1,0.45,0.42857142857142855
401441810,4014418102367,(9:59) A.Smith left guard to NO 24 for 5 yards (C.Slayton; T.Summers).,3,599.0,1,10,81,5,13,10,18,9,1499.0,3,1,0.45,0.42857142857142855
401441810,4014418102388,(9:21) (Shotgun) I.Book pass incomplete short right to K.Baker.,3,561.0,2,5,47,0,13,10,18,9,1461.0,3,1,0.45,0.42857142857142855
401441810,4014418102410,"(9:16) (Shotgun) I.Book pass short middle to K.Baker to NO 31 for 7 yards (M.Abernathy, R.Wilborn).",3,556.0,3,5,76,7,13,10,18,9,1456.0,3,1,0.45,0.42857142857142855
401441810,4014418102434,(8:40) A.Smith up the middle to NO 31 for no gain (L.Hamilton).,3,520.0,1,10,69,0,13,10,18,9,1420.0,3,1,0.45,0.42857142857142855
401441810,4014418102455,Timeout #1 by GB at 08:04.,3,484.0,2,10,69,0,13,10,18,9,1384.0,3,1,0.45,0.42857142857142855
401441810,4014418102472,(8:04) I.Book pass short left to T.Jones to NO 26 for -5 yards (M.Abernathy).,3,484.0,2,10,69,-5,13,10,18,9,1384.0,3,1,0.45,0.42857142857142855
401441810,4014418102496,(7:20) (Shotgun) I.Book pass incomplete short left to A.Smith.,3,440.0,3,15,87,0,13,10,18,9,1340.0,3,1,0.45,0.42857142857142855
401441810,4014418102518,"(7:16) (Punt formation) PENALTY on GB, Defensive Too Many Men on Field, 5 yards, enforced at NO 26 - No Play.",3,440.0,4,15,74,5,13,10,18,9,1340.0,3,1,0.45,0.42857142857142855
401441810,4014418102545,"(7:16) B.Gillikin punts 65 yards to GB 4, Center-Z.Wood. Am.Rodgers to GB 16 for 12 yards (T.Jones; E.Wilson). PENALTY on GB-K.Enagbare, Offensive Holding, 2 yards, enforced at GB 4.",3,436.0,4,10,69,0,13,10,18,9,1336.0,3,1,0.45,0.42857142857142855
401441810,4014418102598,(7:07) D.Williams up the middle to GB 6 for 4 yards (J.Bostic).,3,426.0,1,10,98,4,13,10,9,18,1326.0,3,1,0.42857142857142855,0.45
401441810,4014418102619,"(6:24) D.Williams up the middle to GB 10 for 4 yards (J.Bostic, N.Sewell).",3,384.0,2,6,94,4,13,10,9,18,1284.0,3,1,0.42857142857142855,0.45
401441810,4014418102640,(5:48) (Shotgun) D.Williams up the middle to GB 16 for 6 yards (T.Charlton).,3,348.0,3,2,90,6,13,10,9,18,1248.0,3,1,0.42857142857142855,0.45
401441810,4014418102661,(5:06) D.Williams right tackle to GB 17 for 1 yard (N.Sewell).,3,306.0,1,10,84,1,13,10,9,18,1206.0,3,1,0.42857142857142855,0.45
401441810,4014418102682,(4:25) (Shotgun) J.Love pass incomplete short right to D.Williams.,3,265.0,2,9,75,0,13,10,9,18,1165.0,3,1,0.42857142857142855,0.45
401441810,4014418102704,"(4:21) (Shotgun) J.Love pass incomplete short left to I.Hyman. PENALTY on NO-D.Fields, Illegal Contact, 5 yards, enforced at GB 17 - No Play.",3,261.0,3,9,83,5,13,10,9,18,1161.0,3,1,0.42857142857142855,0.45
401441810,4014418102737,(4:17) J.Love pass incomplete deep left to S.Toure.,3,257.0,1,10,7,0,13,10,9,18,1157.0,3,1,0.42857142857142855,0.45
401441810,4014418102759,Timeout #2 by GB at 04:11.,3,251.0,2,10,78,0,13,10,9,18,1151.0,3,1,0.42857142857142855,0.45
401441810,4014418102776,(4:11) (Shotgun) J.Love pass short left to Am.Rodgers to GB 27 for 5 yards (N.Sewell).,3,251.0,2,10,78,5,13,10,9,18,1151.0,3,1,0.42857142857142855,0.45
401441810,4014418102800,"(3:28) (Shotgun) J.Love pass deep middle to Am.Rodgers to GB 45 for 18 yards (J.Bostic). New Orleans challenged the pass completion ruling, and the play was REVERSED. (Shotgun) J.Love pass incomplete deep middle to Am.Rodgers (J.Bostic).",3,208.0,3,5,73,0,13,10,9,18,1108.0,3,1,0.42857142857142855,0.45
401441810,4014418102824,"(3:24) P.O'Donnell punts 56 yards to NO 17, Center-J.Coco. M.Callaway to NO 32 for 15 yards (K.Ento).",3,205.0,4,5,73,15,13,10,9,18,1105.0,3,1,0.42857142857142855,0.45
401441810,4014418102888,"(3:13) A.Smith right tackle to NO 33 for 1 yard (R.Wilborn, L.Hamilton).",3,193.0,1,10,68,1,13,10,18,9,1093.0,3,1,0.45,0.42857142857142855
401441810,4014418102909,(2:38) (Shotgun) I.Book pass short left to K.Baker to NO 39 for 6 yards (K.Ento).,3,158.0,2,9,67,6,13,10,18,9,1058.0,3,1,0.45,0.42857142857142855
401441810,4014418102933,(1:58) (Shotgun) I.Book pass short left to A.Smith to NO 37 for -2 yards (T.Summers).,3,118.0,3,3,61,-2,13,10,18,9,1018.0,3,1,0.45,0.42857142857142855
401441810,4014418102957,"(1:20) B.Gillikin punts 52 yards to GB 11, Center-Z.Wood. Am.Rodgers pushed ob at GB 20 for 9 yards (J.Holtz).",3,80.0,4,5,63,9,13,10,18,9,980.0,3,1,0.45,0.42857142857142855
401441810,4014418102987,(1:11) T.Goodson right tackle to GB 25 for 5 yards (A.Huggins).,3,71.0,1,10,80,5,13,10,9,18,971.0,3,1,0.42857142857142855,0.45
401441810,4014418103008,(:33) Am.Rodgers right end pushed ob at GB 32 for 7 yards (J.Evans).,3,33.0,2,5,75,7,13,10,9,18,933.0,3,1,0.42857142857142855,0.45
401441810,4014418103048,"(15:00) T.Goodson left end pushed ob at GB 37 for 5 yards (Z.Baun). Penalty on NO-A.Huggins, Defensive Holding, offsetting, enforced at GB 32. Penalty on GB-A.Mack, Offensive Holding, offsetting.",4,884.0,1,10,68,0,13,10,9,18,884.0,3,1,0.42857142857142855,0.45
401441810,4014418103090,(14:47) I.Hyman right end to GB 43 for 11 yards (V.Gray).,4,884.0,1,10,68,11,13,10,9,18,884.0,3,1,0.42857142857142855,0.45
401441810,4014418103113,(14:06) S.Toure right end to GB 41 for -2 yards (P.Turner).,4,846.0,1,10,57,-2,13,10,9,18,846.0,3,1,0.42857142857142855,0.45
401441810,4014418103134,(13:26) (Shotgun) J.Love pass short right to S.Cannella pushed ob at NO 46 for 13 yards (J.Evans).,4,806.0,2,12,59,13,13,10,9,18,806.0,3,1,0.42857142857142855,0.45
401441810,4014418103163,(12:52) T.Goodson up the middle to NO 47 for -1 yards (M.Roach).,4,772.0,1,10,46,-1,13,10,9,18,772.0,3,1,0.42857142857142855,0.45
401441810,4014418103184,(12:15) T.Goodson left tackle to NO 47 for no gain (Z.Baun).,4,735.0,2,11,47,0,13,10,9,18,735.0,3,1,0.42857142857142855,0.45
401441810,4014418103205,(11:29) (Shotgun) J.Love pass incomplete short right to Am.Rodgers (D.Fields).,4,689.0,3,11,87,0,13,10,9,18,689.0,3,1,0.42857142857142855,0.45
401441810,4014418103227,"(11:24) P.O'Donnell punts 39 yards to NO 8, Center-J.Coco, downed by GB-T.Summers.",4,684.0,4,11,47,0,13,10,9,18,684.0,3,1,0.42857142857142855,0.45
401441810,4014418103246,(11:14) D.Ozigbo right guard to NO 13 for 5 yards (R.Wilborn).,4,674.0,1,10,92,5,13,10,18,9,674.0,3,1,0.45,0.42857142857142855
401441810,4014418103267,(10:34) (Shotgun) I.Book sacked ob at NO 13 for 0 yards (C.Manac).,4,634.0,2,5,87,0,13,10,18,9,634.0,3,1,0.45,0.42857142857142855
401441810,4014418103300,(9:55) (Shotgun) I.Book pass incomplete deep left to K.Merritt.,4,595.0,3,5,16,0,13,10,18,9,595.0,3,1,0.45,0.42857142857142855
401441810,4014418103322,"(9:50) B.Gillikin punts 61 yards to GB 26, Center-Z.Wood. I.Hyman to GB 40 for 14 yards (T.Jones).",4,590.0,4,5,87,14,13,10,18,9,590.0,3,1,0.45,0.42857142857142855
401441810,4014418103347,(9:39) (Shotgun) D.Williams up the middle to GB 49 for 9 yards (B.Allen).,4,579.0,1,10,60,9,13,10,9,18,579.0,3,1,0.42857142857142855,0.45
401441810,4014418103368,(9:03) (Shotgun) D.Etling pass short right to Am.Rodgers to GB 49 for no gain (D.Fields).,4,543.0,2,1,51,0,13,10,9,18,543.0,3,1,0.42857142857142855,0.45
401441810,4014418103392,"Danny Etling 51 Yd Rush R.Ahmed extra point is GOOD, Center-J.Coco, Holder-P.O'Donnell.",4,500.0,3,1,51,51,20,10,9,18,500.0,10,1,0.42857142857142855,0.45
401441810,4014418103445,(8:20) I.Book pass incomplete short left to K.Merritt (K.Thomas).,4,500.0,1,10,78,0,20,10,18,9,500.0,10,1,0.45,0.42857142857142855
401441810,4014418103467,(8:13) (Shotgun) I.Book scrambles up the middle to GB 48 for 27 yards (K.Thomas).,4,492.0,2,10,75,27,20,10,18,9,492.0,10,1,0.45,0.42857142857142855
401441810,4014418103488,(7:23) I.Book scrambles up the middle to GB 44 for 4 yards (T.Summers).,4,443.0,1,10,48,4,20,10,18,9,443.0,10,1,0.45,0.42857142857142855
401441810,4014418103509,(6:39) (Shotgun) I.Book scrambles right end to GB 36 for 8 yards (T.Summers).,4,399.0,2,6,44,8,20,10,18,9,399.0,10,1,0.45,0.42857142857142855
401441810,4014418103530,"(5:53) I.Book pass short left to A.Smith to GB 30 for 6 yards (R.Wilborn, K.Ento).",4,353.0,1,10,36,6,20,10,18,9,353.0,10,1,0.45,0.42857142857142855
401441810,4014418103554,"(5:09) (Shotgun) I.Book sacked at GB 38 for -8 yards (C.Slayton). PENALTY on GB-J.Heflin, Illegal Use of Hands, 5 yards, enforced at GB 30 - No Play.",4,309.0,2,4,30,5,20,10,18,9,309.0,10,1,0.45,0.42857142857142855
401441810,4014418103584,(4:45) D.Ozigbo up the middle to GB 16 for 9 yards (K.Thomas; M.Abernathy).,4,285.0,1,10,25,9,20,10,18,9,285.0,10,1,0.45,0.42857142857142855
401441810,4014418103605,(4:01) (Shotgun) I.Book sacked at GB 16 for 0 yards (R.Wilborn).,4,241.0,2,1,16,0,20,10,18,9,241.0,10,1,0.45,0.42857142857142855
401441810,4014418103633,(3:15) A.Smith up the middle to GB 15 for 1 yard (C.Slayton).,4,195.0,3,1,16,1,20,10,18,9,195.0,10,1,0.45,0.42857142857142855
401441810,4014418103654,(2:35) (Shotgun) I.Book pass short right to A.Smith to GB 14 for 1 yard (D.Cross).,4,155.0,1,10,15,1,20,10,18,9,155.0,10,1,0.45,0.42857142857142855
401441810,4014418103678,"(2:01) (Shotgun) I.Book pass incomplete short right. PENALTY on GB-K.Enagbare, Horse Collar Tackle, 7 yards, enforced at GB 14 - No Play.",4,121.0,2,9,14,7,20,10,18,9,121.0,10,1,0.45,0.42857142857142855
401441810,4014418103711,Two-Minute Warning,4,114.0,1,7,7,0,20,10,18,9,114.0,10,1,0.45,0.42857142857142855
401441810,4014418103728,(1:54) (Shotgun) I.Book pass incomplete short right to D.Dixon.,4,114.0,1,7,75,0,20,10,18,9,114.0,10,1,0.45,0.42857142857142855
401441810,4014418103750,"(1:50) (Shotgun) I.Book pass short middle to L.Krull for 7 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on NO-L.Krull, Offensive Pass Interference, 10 yards, enforced at GB 7 - No Play.",4,110.0,2,7,7,-10,20,10,18,9,110.0,10,1,0.45,0.42857142857142855
401441810,4014418103786,(1:46) (Shotgun) I.Book pass incomplete deep right to D.Dixon.,4,106.0,2,17,17,0,20,10,18,9,106.0,10,1,0.45,0.42857142857142855
401441810,4014418103808,(1:42) (Shotgun) I.Book pass incomplete deep right.,4,101.0,3,17,76,0,20,10,18,9,101.0,10,1,0.45,0.42857142857142855
401441810,4014418103830,"(1:35) J.Romo 35 yard field goal is No Good, Wide Left, Center-Z.Wood, Holder-B.Gillikin.",4,95.0,4,17,17,35,20,10,18,9,95.0,10,1,0.45,0.42857142857142855
401441810,4014418103850,(1:32) D.Etling kneels to GB 24 for -1 yards.,4,92.0,1,10,75,-1,20,10,9,18,92.0,10,1,0.42857142857142855,0.45
